v_gene,d_gene,j_gene,cdr3_length,v_5p_del,v_3p_del,d_5p_del,d_3p_del,j_5p_del,j_3p_del,vd_insertion,dj_insertion,count
IGHV4-30-4*06,IGHD3-9*01,IGHJ2*01_F,57,152,3,1,5,2,0,4,0,1
IGHV3-48*01,IGHD3-3*01,IGHJ4*02_F,45,209,1,0,13,4,0,3,1,1
IGHV3-NL1*01,IGHD3-10*01,IGHJ4*02_F,57,221,0,3,1,10,0,12,0,1
IGHV3-33*05,IGHD4-17*01,IGHJ4*02_F,57,221,2,0,0,7,0,5,17,1
IGHV3-h*01,IGHD2-2*03,IGHJ2*01_F,45,206,1,13,13,0,0,8,0,1
IGHV3-64*04,IGHD3-9*01,IGHJ4*02_F,57,221,1,0,0,7,0,1,5,1
IGHV3-73*02,IGHD4-4*01,IGHJ1*01_F,45,215,8,6,0,0,0,7,4,1
IGHV3-NL1*01,IGHD2-2*03,IGHJ4*02_F,57,221,0,3,7,6,0,9,5,9
IGHV4-30-4*06,IGHD1-26*01,IGHJ3*02_F,39,134,1,8,3,0,0,1,0,1
IGHV3-NL1*01,IGHD3-22*01,IGHJ4*02_F,57,221,2,2,5,0,0,7,0,2
IGHV1/OR15-2*03,IGHD6-13*01,IGHJ2*01_F,57,221,1,6,6,1,0,10,7,1
IGHV3-64*04,IGHD2-8*01,IGHJ6*03_F,57,221,0,13,10,3,0,4,5,1
IGHV3-64*04,IGHD3-16*02,IGHJ6*02_F,57,221,0,17,5,10,0,2,7,1
IGHV3-NL1*01,IGHD2-15*01,IGHJ6*02_F,75,239,1,4,5,9,0,4,16,1
IGHV3-11*01,IGHD3-16*02,IGHJ4*02_F,45,209,1,17,12,1,0,1,10,1
IGHV3-64*04,IGHD5/OR15-5b*01,IGHJ5*02_F,57,221,0,1,4,13,0,15,6,1
IGHV3-NL1*01,IGHD3-10*01,IGHJ4*02_F,57,221,1,1,10,5,0,10,5,1
IGHV3-66*03,IGHD3-10*01,IGHJ4*02_F,57,218,0,3,13,0,0,3,11,1
IGHV3-53*04,IGHD3-10*01,IGHJ4*02_F,57,218,1,0,9,5,0,7,6,1
IGHV3-33*02,IGHD3-10*01,IGHJ4*01_F,57,221,0,1,12,2,0,4,9,1
IGHV3-30*15,IGHD6-19*01,IGHJ6*02_F,57,221,0,9,3,5,0,5,5,1
IGHV3-23*04,IGHD2-21*02,IGHJ4*02_F,57,221,0,0,0,1,0,0,2,1
IGHV3-23*04,IGHD2-15*01,IGHJ5*02_F,57,221,0,2,7,9,0,8,5,1
IGHV5-51*03,IGHD4-23*01,IGHJ4*02_F,45,209,0,2,1,5,0,4,4,1
IGHV3-23*04,IGHD3-3*02,IGHJ4*02_F,57,221,0,13,2,5,0,4,14,1
IGHV3-NL1*01,IGHD3-10*01,IGHJ6*02_F,57,221,0,6,12,9,0,10,0,1
IGHV3-h*02,IGHD1/OR15-1b*01,IGHJ4*02_F,45,206,1,2,4,0,0,4,3,1
IGHV3-49*05,IGHD3-22*01,IGHJ4*02_F,57,227,6,1,9,5,0,13,6,1
IGHV3-64*04,IGHD5-24*01,IGHJ6*04_F,57,221,0,0,6,14,0,9,5,1
IGHV1-8*91,IGHD6-6*01,IGHJ6*03_F,57,221,0,4,1,8,0,7,2,1
IGHV3-NL1*01,IGHD3-10*01,IGHJ4*02_F,57,221,0,5,8,2,0,13,0,2
IGHV3-23*03,IGHD4-17*01,IGHJ4*02_F,45,209,0,3,2,1,0,4,5,1
IGHV3-23*04,IGHD3-22*01,IGHJ4*02_F,57,221,2,10,11,5,0,8,18,1
IGHV3-NL1*01,IGHD6-6*01,IGHJ4*02_F,57,221,0,5,0,0,0,12,4,1
IGHV3-33*06,IGHD3-10*02,IGHJ4*02_F,57,221,2,3,6,3,0,10,3,1
IGHV3-23*04,IGHD2/OR15-2b*01,IGHJ6*02_F,57,221,1,1,13,6,1,5,0,1
IGHV3-NL1*01,IGHD6-19*01,IGHJ4*02_F,57,221,0,1,0,3,0,5,7,2
IGHV3-23*04,IGHD3-16*02,IGHJ4*02_F,45,209,4,13,11,8,0,0,16,1
IGHV3-23*04,IGHD2-8*02,IGHJ6*03_F,57,221,3,1,13,4,0,3,1,1
IGHV3-64*04,IGHD2-2*03,IGHJ3*02_F,57,221,0,4,0,1,0,0,1,1
IGHV3-NL1*01,IGHD3-3*01,IGHJ4*02_F,57,221,0,2,3,4,0,2,5,1
IGHV4-30-4*06,IGHD1-1*01,IGHJ4*02_F,45,139,1,4,2,5,1,2,10,1
IGHV4-b*02,IGHD6-19*01,IGHJ1*01_F,45,209,3,8,0,7,0,10,2,1
IGHV2-26*01,IGHD2-2*02,IGHJ6*03_F,78,245,2,4,0,0,0,1,7,1
IGHV3-23*04,IGHD6-19*01,IGHJ2*01_F,57,221,3,2,0,3,0,3,8,1
IGHV3-30*15,IGHD2-2*03,IGHJ3*02_F,57,221,2,9,6,1,0,7,7,1
IGHV1-69*05,IGHD4-17*01,IGHJ4*02_F,45,209,0,1,0,8,0,6,6,1
IGHV3-NL1*01,IGHD2-2*02,IGHJ4*02_F,57,221,0,0,2,8,0,3,5,1
IGHV3-64*04,IGHD3-10*01,IGHJ6*02_F,57,221,2,7,10,1,0,3,0,1
IGHV3-NL1*01,IGHD1-26*01,IGHJ4*02_F,57,221,3,4,0,4,0,3,17,1
IGHV3-23*04,IGHD3-10*01,IGHJ4*02_F,57,221,0,3,5,0,0,0,6,14
IGHV3-NL1*01,IGHD3-22*01,IGHJ4*02_F,57,221,1,7,13,0,0,14,5,2
IGHV3-23*04,IGHD2-15*01,IGHJ4*02_F,57,221,1,14,1,0,0,6,8,1
IGHV3-73*02,IGHD5-5*01,IGHJ4*02_F,45,215,1,9,0,6,0,9,4,1
IGHV4-61*02,IGHD3-10*01,IGHJ6*02_F,69,236,1,10,3,2,0,1,10,1
IGHV3-23*04,IGHD3-3*01,IGHJ4*02_F,57,221,1,4,8,6,0,7,10,1
IGHV3-23*04,IGHD3-10*01,IGHJ4*02_F,57,221,1,8,0,5,0,6,6,1
IGHV3-NL1*01,IGHD6-19*01,IGHJ4*02_F,57,221,0,6,1,0,0,5,10,2
IGHV3-33*05,IGHD3-10*01,IGHJ6*02_F,57,221,0,3,12,4,0,0,2,1
IGHV3-7*03,IGHD2-2*03,IGHJ4*02_F,45,209,6,5,6,7,0,7,3,1
IGHV3-23*04,IGHD1-26*01,IGHJ4*02_F,39,203,2,6,5,0,0,4,0,1
IGHV3-66*03,IGHD2/OR15-2b*01,IGHJ4*02_F,57,218,0,7,5,0,0,10,0,1
IGHV3-64*04,IGHD6-6*01,IGHJ6*03_F,57,221,3,0,1,6,0,4,2,1
IGHV3-NL1*01,IGHD3-10*01,IGHJ4*02_F,57,221,0,6,9,2,0,15,0,1
IGHV3-NL1*01,IGHD6-13*01,IGHJ6*02_F,57,221,0,3,1,8,0,0,5,1
IGHV3-NL1*01,IGHD2-8*02,IGHJ4*02_F,57,221,3,4,2,8,0,10,5,1
IGHV3-h*02,IGHD3-22*01,IGHJ3*02_F,69,230,0,7,0,1,0,4,12,1
IGHV3-23*04,IGHD3-3*02,IGHJ4*02_F,57,221,4,6,6,0,0,8,6,1
IGHV5-51*02,IGHD4-4*01,IGHJ6*02_F,45,209,0,1,3,10,1,1,0,1
IGHV3-23*04,IGHD3-10*01,IGHJ4*03_F,57,221,0,5,3,0,0,5,1,1
IGHV3-NL1*01,IGHD5-5*01,IGHJ6*03_F,57,221,0,1,3,2,0,0,0,1
IGHV3-64*04,IGHD2-2*02,IGHJ4*02_F,57,221,0,13,0,1,0,5,7,1
IGHV3-23*04,IGHD3-10*01,IGHJ4*02_F,57,221,0,6,6,8,0,9,9,1
IGHV3-NL1*01,IGHD5-12*01,IGHJ4*02_F,57,221,0,0,0,2,0,6,2,1
IGHV3-h*02,IGHD4-4*01,IGHJ6*03_F,66,227,4,0,4,0,0,9,6,1
IGHV3-NL1*01,IGHD3-22*01,IGHJ4*02_F,57,221,0,0,8,5,0,6,5,1
IGHV3-23*04,IGHD3-10*01,IGHJ4*02_F,57,221,0,6,4,0,0,5,3,1
IGHV3-53*01,IGHD2-8*01,IGHJ4*02_F,57,218,0,6,5,4,0,9,4,2
IGHV3-23*04,IGHD3-22*01,IGHJ3*02_F,57,221,6,1,3,4,0,7,3,1
IGHV3-64*04,IGHD3-22*01,IGHJ4*02_F,57,221,1,4,9,6,0,2,16,1
IGHV3-43*02,IGHD3-3*02,IGHJ5*02_F,36,200,1,15,11,6,0,5,0,1
IGHV3-64*04,IGHD3-3*01,IGHJ6*03_F,57,221,0,4,13,2,0,0,2,1
IGHV3-h*02,IGHD4-23*01,IGHJ3*02_F,45,206,1,3,7,0,0,0,7,1
IGHV3-64*04,IGHD2-2*03,IGHJ6*03_F,57,221,0,11,3,7,0,4,0,1
IGHV3-15*07,IGHD3-22*01,IGHJ4*02_F,57,227,1,0,5,0,0,4,0,1
IGHV3-NL1*01,IGHD2/OR15-2b*01,IGHJ6*02_F,45,209,3,1,19,12,1,7,0,1
IGHV3-NL1*01,IGHD3-10*01,IGHJ3*02_F,57,221,1,6,10,1,0,9,5,1
IGHV3-23*04,IGHD3-16*02,IGHJ3*02_F,57,221,1,17,6,0,0,14,0,1
IGHV3-53*01,IGHD4-17*01,IGHJ3*02_F,57,218,1,1,0,3,0,5,11,1
IGHV3-33*02,IGHD3-22*01,IGHJ1*01_F,66,230,0,5,6,0,0,5,9,4
IGHV3-64*04,IGHD2-15*01,IGHJ4*02_F,57,221,1,1,6,5,0,8,3,1
IGHV3-30*15,IGHD3-10*01,IGHJ4*02_F,57,221,0,10,5,5,0,11,7,1
IGHV3-23*04,IGHD3-9*01,IGHJ4*02_F,57,221,0,6,3,6,0,6,7,1
IGHV1-69*05,IGHD2-2*03,IGHJ5*02_F,45,209,1,15,4,5,0,8,2,1
IGHV3-23*04,IGHD3-3*01,IGHJ4*02_F,57,221,0,6,7,4,0,11,4,2
IGHV3-74*03,IGHD3-3*01,IGHJ6*03_F,69,233,0,3,3,4,0,3,2,1
IGHV4-30-4*06,IGHD3-16*02,IGHJ4*02_F,45,140,0,11,6,6,0,2,1,1
IGHV3-66*03,IGHD3-10*01,IGHJ4*02_F,57,218,2,1,4,8,0,12,1,1
IGHV5-78*01,IGHD3-9*01,IGHJ4*02_F,57,221,3,2,10,10,0,17,8,1
IGHV3-NL1*01,IGHD3-10*01,IGHJ6*02_F,57,221,0,8,7,3,0,0,1,1
IGHV3-66*03,IGHD3-22*01,IGHJ6*03_F,57,218,0,12,8,4,0,0,7,1
IGHV3-64*04,IGHD6-19*01,IGHJ4*02_F,51,215,1,3,0,5,0,7,4,2
IGHV3-h*01,IGHD3-9*01,IGHJ6*02_F,51,212,6,1,9,11,0,4,0,1
IGHV3-NL1*01,IGHD3-22*01,IGHJ6*02_F,57,221,0,11,9,5,0,8,0,1
IGHV3-64*04,IGHD6-13*01,IGHJ3*02_F,57,221,0,1,3,1,0,4,7,1
IGHV3-NL1*01,IGHD6-19*01,IGHJ3*02_F,57,221,1,6,3,0,0,12,4,2
IGHV3-23*04,IGHD3-3*01,IGHJ3*01_F,57,221,0,3,9,1,0,1,8,1
IGHV3-9*02,IGHD5-12*01,IGHJ4*02_F,45,209,1,4,10,4,0,11,0,1
IGHV3-66*03,IGHD3-10*01,IGHJ4*02_F,57,218,1,6,10,1,0,16,0,1
IGHV3-64*04,IGHD6-19*01,IGHJ5*02_F,57,221,1,6,3,5,0,10,10,1
IGHV3-NL1*01,IGHD3-22*01,IGHJ4*02_F,57,221,0,3,4,0,0,0,5,2
IGHV3-NL1*01,IGHD3-10*01,IGHJ4*02_F,57,221,1,1,5,4,0,5,4,1
IGHV3-33*06,IGHD3-22*01,IGHJ4*02_F,57,221,0,2,6,7,0,5,8,1
IGHV1-18*01,IGHD3-3*02,IGHJ4*02_F,45,209,1,16,5,0,0,8,0,1
IGHV3-33*06,IGHD3-9*01,IGHJ4*02_F,57,221,0,3,7,3,0,3,8,2
IGHV3-64*04,IGHD4-17*01,IGHJ4*02_F,57,221,2,0,0,5,0,8,12,1
IGHV1-f*01,IGHD3-22*01,IGHJ5*02_F,60,224,1,6,7,3,0,11,6,2
IGHV3-NL1*01,IGHD6-6*01,IGHJ6*02_F,57,221,0,0,3,5,0,4,0,1
IGHV3-23*04,IGHD6-19*01,IGHJ2*01_F,57,221,2,1,3,0,0,5,4,1
IGHV3-NL1*01,IGHD3-3*01,IGHJ6*02_F,57,221,0,6,13,2,0,1,3,2
IGHV3-23*04,IGHD3-10*02,IGHJ6*02_F,57,221,2,0,18,11,0,15,0,4
IGHV3-h*01,IGHD3-3*01,IGHJ4*02_F,45,206,2,6,10,7,0,11,0,1
IGHV3-23*04,IGHD1-26*01,IGHJ6*03_F,57,221,4,0,2,0,0,0,0,1
IGHV3-30*15,IGHD6-19*01,IGHJ6*02_F,57,221,0,8,3,2,0,4,2,1
IGHV3-h*02,IGHD3-3*01,IGHJ4*02_F,69,230,0,5,4,4,0,14,9,11
IGHV3-23*04,IGHD5-5*01,IGHJ6*03_F,57,221,4,4,4,10,0,14,2,1
IGHV3-23*04,IGHD3-16*02,IGHJ5*02_F,57,221,0,17,0,1,0,5,2,1
IGHV3-64*04,IGHD3-9*01,IGHJ4*02_F,57,221,1,1,7,0,1,8,0,2
IGHV3-NL1*01,IGHD1/OR15-1b*01,IGHJ3*02_F,57,221,0,11,0,1,0,14,8,5
IGHV3-NL1*01,IGHD3-10*01,IGHJ3*02_F,57,221,0,7,7,1,0,5,6,1
IGHV3-23*04,IGHD3-10*01,IGHJ4*02_F,57,221,0,0,8,2,0,3,5,3
IGHV3-30*15,IGHD6-13*01,IGHJ3*02_F,57,221,2,2,3,0,0,11,2,1
IGHV1-69*13,IGHD3-10*01,IGHJ4*02_F,45,209,1,7,4,6,0,4,0,1
IGHV3-64*04,IGHD1-26*01,IGHJ4*02_F,57,221,0,3,2,0,0,14,0,1
IGHV3-23*04,IGHD2-21*02,IGHJ6*02_F,57,221,0,11,9,3,0,7,2,1
IGHV3-15*05,IGHD3-3*02,IGHJ6*03_F,57,227,0,10,8,0,0,1,0,1
IGHV3-23*04,IGHD6-6*01,IGHJ4*02_F,57,221,0,0,1,1,0,4,9,1
IGHV3-23*04,IGHD6-19*01,IGHJ5*02_F,57,221,1,0,1,3,0,2,8,1
IGHV3-33*06,IGHD5-5*01,IGHJ6*02_F,57,221,1,3,4,3,0,3,2,2
IGHV3-53*02,IGHD3/OR15-3b*01,IGHJ4*02_F,57,218,1,2,15,8,0,25,1,1
IGHV3-NL1*01,IGHD3-10*02,IGHJ4*02_F,51,214,0,7,12,4,1,15,1,1
IGHV4-61*02,IGHD1-1*01,IGHJ6*03_F,45,212,0,1,11,6,0,0,3,1
IGHV3-NL1*01,IGHD1-1*01,IGHJ6*02_F,57,221,0,2,2,6,0,5,2,1
IGHV3-h*01,IGHD3-16*02,IGHJ5*02_F,39,200,0,14,13,3,0,0,1,1
IGHV3-h*01,IGHD3-3*01,IGHJ4*02_F,66,227,0,0,8,3,0,6,12,1
IGHV3-38*02,IGHD6-13*01,IGHJ4*02_F,57,215,1,0,1,4,0,2,10,1
IGHV3-64*04,IGHD6-13*01,IGHJ4*02_F,57,221,0,3,0,1,0,0,12,1
IGHV3-NL1*01,IGHD6-13*01,IGHJ4*02_F,57,221,1,0,2,4,0,5,10,1
IGHV3-73*02,IGHD2-8*01,IGHJ4*02_F,51,221,1,14,3,0,0,10,0,1
IGHV3-23*04,IGHD5-24*01,IGHJ4*02_F,57,221,1,0,1,5,0,3,13,1
IGHV3-NL1*01,IGHD4-23*01,IGHJ4*02_F,57,221,0,1,4,6,0,21,0,1
IGHV3-23*04,IGHD2/OR15-2b*01,IGHJ4*02_F,57,221,0,10,5,5,0,13,5,1
IGHV3-33*06,IGHD3-9*01,IGHJ6*03_F,57,221,0,6,9,18,0,4,12,2
IGHV3-64*04,IGHD2-15*01,IGHJ4*02_F,57,221,0,11,2,0,0,3,8,1
IGHV3-23*04,IGHD2-2*03,IGHJ5*02_F,57,221,6,6,6,0,0,9,4,1
IGHV3-NL1*01,IGHD4-23*01,IGHJ6*02_F,57,221,0,1,5,12,0,13,0,4
IGHV3-NL1*01,IGHD3-9*01,IGHJ4*02_F,57,221,0,0,10,0,0,6,2,3
IGHV3-NL1*01,IGHD3-22*01,IGHJ6*02_F,57,221,0,1,13,3,0,0,0,1
IGHV3-NL1*01,IGHD1-26*01,IGHJ2*01_F,57,221,2,0,8,1,0,13,2,1
IGHV3-NL1*01,IGHD2/OR15-2b*01,IGHJ3*02_F,57,221,2,6,1,0,0,4,1,3
IGHV3-NL1*01,IGHD5-12*01,IGHJ4*02_F,57,221,1,1,5,0,0,1,12,2
IGHV3-64*04,IGHD3-22*01,IGHJ3*02_F,57,221,1,9,1,1,0,7,1,5
IGHV1-3*01,IGHD3-10*01,IGHJ4*02_F,45,209,1,7,12,8,0,12,2,4
IGHV1-69*13,IGHD3/OR15-3b*01,IGHJ4*02_F,57,221,0,2,4,7,0,10,1,1
IGHV3-33*06,IGHD2-21*02,IGHJ3*02_F,57,221,0,5,0,5,0,5,4,1
IGHV1-3*02,IGHD1-14*01,IGHJ4*02_F,45,209,1,0,8,2,0,2,9,5
IGHV3-23*04,IGHD3-10*01,IGHJ3*02_F,57,221,0,3,8,0,0,0,7,4
IGHV3-33*06,IGHD3-9*01,IGHJ4*02_F,57,221,3,2,5,0,0,8,0,1
IGHV4-61*08,IGHD5-12*01,IGHJ4*02_F,39,206,1,9,8,0,0,6,0,1
IGHV1-69*13,IGHD3-10*01,IGHJ2*01_F,45,209,4,2,2,15,0,3,1,4
IGHV3-64*04,IGHD3-3*01,IGHJ6*03_F,57,221,0,0,13,6,0,2,0,1
IGHV3-64*04,IGHD1-1*01,IGHJ3*02_F,57,221,0,4,0,0,0,9,5,1
IGHV3-33*05,IGHD6-13*01,IGHJ6*03_F,57,221,3,4,4,2,0,1,5,1
IGHV3-NL1*01,IGHD7-27*01,IGHJ4*02_F,36,200,0,4,0,7,0,2,6,1
IGHV3-23*04,IGHD3-9*01,IGHJ5*02_F,57,221,2,3,4,2,0,6,0,1
IGHV1-69*13,IGHD2-21*01,IGHJ6*02_F,45,209,4,6,4,17,0,3,2,1
IGHV3-NL1*01,IGHD2-2*02,IGHJ4*02_F,57,221,2,4,0,0,0,3,1,1
IGHV3-66*03,IGHD3-22*01,IGHJ3*01_F,57,218,1,1,7,3,0,8,0,1
IGHV3-h*01,IGHD3-10*01,IGHJ4*02_F,45,206,5,6,5,0,0,1,1,1
IGHV3-NL1*01,IGHD3-10*01,IGHJ6*02_F,57,221,1,6,3,17,0,7,3,1
IGHV3-53*02,IGHD6-19*01,IGHJ4*02_F,57,218,0,0,4,1,0,15,0,1
IGHV3-66*03,IGHD3-22*01,IGHJ4*02_F,57,218,0,5,2,11,0,14,2,1
IGHV3-30*15,IGHD3-10*01,IGHJ6*02_F,75,239,6,0,10,8,0,12,13,1
IGHV3-64*04,IGHD3-10*01,IGHJ5*02_F,45,209,2,10,6,1,0,2,0,1
IGHV3-NL1*01,IGHD6-19*01,IGHJ1*01_F,57,221,0,0,3,9,0,10,6,1
IGHV3-64*04,IGHD3-16*02,IGHJ4*02_F,57,221,1,12,0,6,0,4,7,1
IGHV3-33*05,IGHD6-13*01,IGHJ6*02_F,57,221,2,7,0,7,0,4,5,1
IGHV3-NL1*01,IGHD7-27*01,IGHJ6*03_F,57,221,1,3,1,3,0,11,0,1
IGHV3-23*04,IGHD3-22*01,IGHJ4*02_F,57,221,2,1,8,0,0,9,0,4
IGHV3-64*04,IGHD6-19*01,IGHJ4*02_F,57,221,0,1,3,7,0,2,17,1
IGHV3-33*06,IGHD3-3*01,IGHJ4*02_F,57,221,1,7,3,0,0,8,1,2
IGHV3-23*04,IGHD6-19*01,IGHJ4*02_F,45,209,1,9,0,4,0,5,5,18
IGHV3-64*04,IGHD2-2*02,IGHJ3*02_F,57,221,0,4,2,1,0,0,3,1
IGHV1-2*04,IGHD6-13*01,IGHJ4*02_F,48,212,0,7,0,1,0,5,4,1
IGHV3-NL1*01,IGHD4-17*01,IGHJ4*02_F,57,221,0,0,3,0,0,9,7,1
IGHV3-23*04,IGHD3-10*01,IGHJ6*03_F,57,221,0,5,16,1,0,5,0,1
IGHV4/OR15-8*03,IGHD5-12*01,IGHJ4*02_F,69,233,2,1,4,0,0,17,8,1
IGHV3-33*06,IGHD2-21*02,IGHJ1*01_F,57,221,1,8,5,0,0,2,9,1
IGHV3-33*02,IGHD5-24*01,IGHJ6*03_F,57,221,0,2,4,1,0,1,0,2
IGHV3-64*04,IGHD5-24*01,IGHJ6*03_F,57,221,0,2,4,1,0,1,0,1
IGHV3-23*04,IGHD1-1*01,IGHJ6*02_F,57,221,2,4,5,3,0,11,0,1
IGHV3-64*04,IGHD3-10*02,IGHJ5*02_F,36,200,0,5,14,6,0,0,0,1
IGHV3-64*04,IGHD3-9*01,IGHJ4*02_F,57,221,2,1,8,0,0,9,0,1
IGHV3-64*04,IGHD3-10*01,IGHJ4*02_F,42,206,0,4,10,8,0,0,5,1
IGHV1-69*10,IGHD3-10*01,IGHJ4*02_F,45,209,0,3,10,6,0,0,5,1
IGHV3-23*04,IGHD2-15*01,IGHJ4*02_F,57,221,2,7,6,0,0,8,5,3
IGHV3-64*04,IGHD4-23*01,IGHJ4*02_F,57,221,1,1,2,0,0,0,14,1
IGHV3-23*04,IGHD3-10*01,IGHJ6*02_F,57,221,0,6,11,3,0,3,0,4
IGHV3-NL1*01,IGHD6-13*01,IGHJ4*02_F,57,221,0,5,3,7,0,17,6,1
IGHV3-h*01,IGHD3-3*01,IGHJ6*02_F,36,197,2,7,14,17,0,2,0,3
IGHV3-NL1*01,IGHD2-2*03,IGHJ6*03_F,57,221,0,14,4,4,0,1,4,1
IGHV3-53*01,IGHD3-10*01,IGHJ3*02_F,57,218,0,6,2,0,0,2,2,3
IGHV3-NL1*01,IGHD5-5*01,IGHJ4*02_F,57,221,2,1,0,6,0,5,13,1
IGHV3-64*04,IGHD6-13*01,IGHJ6*02_F,57,221,0,3,3,1,0,0,0,1
IGHV3-9*02,IGHD3-3*01,IGHJ6*03_F,66,230,1,4,1,11,0,6,1,1
IGHV3-30*15,IGHD2-2*03,IGHJ6*03_F,57,221,6,14,4,8,0,12,3,1
IGHV3-NL1*01,IGHD2-2*03,IGHJ3*02_F,57,221,0,14,2,0,0,4,8,1
IGHV3-64*04,IGHD6-19*01,IGHJ4*02_F,57,221,2,0,0,8,0,9,9,1
IGHV3-64*04,IGHD4-17*01,IGHJ4*02_F,57,221,0,6,0,3,0,15,7,1
IGHV1-69*13,IGHD6-13*01,IGHJ3*02_F,57,221,1,5,0,1,0,3,10,1
IGHV3-23*04,IGHD1-14*01,IGHJ4*02_F,57,221,1,6,3,1,0,22,1,1
IGHV3-NL1*01,IGHD5-5*01,IGHJ6*03_F,57,221,0,1,9,5,0,0,9,1
IGHV3-NL1*01,IGHD2-21*02,IGHJ5*02_F,57,221,2,4,12,2,0,18,0,1
IGHV3-NL1*01,IGHD3-10*01,IGHJ4*02_F,57,221,1,6,5,1,0,10,1,1
IGHV5-a*02,IGHD6-19*01,IGHJ4*02_F,45,208,3,6,3,5,0,5,8,1
IGHV3-30*15,IGHD3-9*01,IGHJ6*02_F,57,221,0,2,18,9,0,11,1,1
IGHV4-61*06,IGHD2-2*03,IGHJ4*02_F,69,164,1,5,0,5,0,2,19,1
IGHV3-23*04,IGHD2-2*02,IGHJ5*02_F,57,221,5,3,1,1,0,5,0,1
IGHV3-53*01,IGHD3-16*02,IGHJ4*02_F,57,218,0,2,15,4,0,13,0,1
IGHV3-h*02,IGHD1-14*01,IGHJ4*02_F,45,206,0,0,5,0,0,1,4,1
IGHV3-64*04,IGHD3-9*01,IGHJ6*03_F,57,221,0,1,23,0,0,7,0,2
IGHV3-71*01,IGHD6-6*01,IGHJ6*03_F,75,244,3,0,1,4,1,10,12,1
IGHV3-NL1*01,IGHD4-23*01,IGHJ4*02_F,57,221,0,6,0,7,0,11,12,1
IGHV3-33*02,IGHD3-10*01,IGHJ5*02_F,45,209,1,7,7,6,0,1,3,1
IGHV3-33*05,IGHD3-10*01,IGHJ3*02_F,57,221,0,0,6,2,0,4,0,1
IGHV3-11*04,IGHD4-17*01,IGHJ4*02_F,45,209,0,3,1,11,0,0,16,1
IGHV3-30*15,IGHD3-10*01,IGHJ4*02_F,57,221,0,0,3,4,0,3,2,1
IGHV1-69*13,IGHD1-26*01,IGHJ6*03_F,60,224,0,0,9,5,0,3,8,4
IGHV1-18*01,IGHD6-19*01,IGHJ4*02_F,51,215,0,0,2,7,0,3,8,1
IGHV3-23*04,IGHD1-26*01,IGHJ4*02_F,45,209,0,6,0,2,0,2,3,1
IGHV3-NL1*01,IGHD5/OR15-5b*01,IGHJ6*01_F,57,221,1,5,8,0,0,5,0,7
IGHV4/OR15-8*02,IGHD1-26*01,IGHJ4*02_F,45,209,2,0,5,0,0,4,0,1
IGHV3-NL1*01,IGHD3-10*01,IGHJ6*03_F,57,221,3,1,11,6,0,4,0,26
IGHV3-64*04,IGHD1-26*01,IGHJ4*02_F,57,221,0,1,3,5,0,9,9,3
IGHV3-23*04,IGHD4-4*01,IGHJ4*02_F,57,221,4,0,0,1,0,13,5,2
IGHV3-64*04,IGHD6-19*01,IGHJ6*03_F,57,221,1,6,3,2,0,5,0,1
IGHV3-23*04,IGHD3-3*01,IGHJ4*02_F,57,221,2,6,10,4,0,16,4,1
IGHV4-61*03,IGHD2-8*02,IGHJ5*02_F,42,209,0,6,13,2,0,0,1,1
IGHV3-33*06,IGHD2/OR15-2b*01,IGHJ6*03_F,57,221,1,11,4,7,0,2,4,1
IGHV3-64*04,IGHD5-24*01,IGHJ4*02_F,57,221,0,0,0,4,0,7,6,1
IGHV3-64*04,IGHD3-22*01,IGHJ4*02_F,57,221,0,6,8,0,0,12,0,1
IGHV3-35*01,IGHD3-22*01,IGHJ4*02_F,57,221,0,2,9,2,0,11,0,1
IGHV3-33*05,IGHD2-15*01,IGHJ4*02_F,57,221,0,4,3,3,0,1,7,1
IGHV3-23*04,IGHD2-21*02,IGHJ6*02_F,57,221,3,7,8,1,0,1,4,1
IGHV3-64*04,IGHD3-22*01,IGHJ4*02_F,75,239,0,0,9,1,0,15,11,1
IGHV3-23*04,IGHD6-19*01,IGHJ4*02_F,57,221,0,3,2,6,0,10,9,1
IGHV3-64*04,IGHD6-19*01,IGHJ6*02_F,57,221,1,9,0,5,0,1,7,1
IGHV3-64*04,IGHD3-22*01,IGHJ3*02_F,57,221,1,3,7,10,0,3,14,1
IGHV3-74*03,IGHD3-9*01,IGHJ3*02_F,45,209,0,8,7,3,0,2,0,1
IGHV3-19*01,IGHD3-22*01,IGHJ6*02_F,57,221,2,5,16,0,0,3,3,1
IGHV3-NL1*01,IGHD7-27*01,IGHJ6*02_F,57,221,1,0,0,8,0,9,3,1
IGHV3-30*15,IGHD4-17*01,IGHJ4*02_F,57,221,0,0,1,5,0,9,10,1
IGHV3-53*04,IGHD2-2*03,IGHJ4*02_F,60,221,1,3,2,2,1,10,0,1
IGHV3-h*02,IGHD2-2*03,IGHJ6*02_F,45,206,0,7,16,6,0,0,0,3
IGHV3-h*01,IGHD6-13*01,IGHJ4*02_F,45,206,0,7,3,2,0,8,0,1
IGHV3-64*04,IGHD5-5*01,IGHJ4*02_F,57,221,0,0,4,1,0,3,11,1
IGHV4-59*09,IGHD6-19*01,IGHJ4*02_F,45,134,0,6,0,7,0,0,9,1
IGHV1-8*91,IGHD3-10*01,IGHJ4*02_F,45,209,3,10,7,0,0,6,0,1
IGHV3-64*04,IGHD7-27*01,IGHJ6*02_F,45,209,1,1,8,0,0,1,0,5
